"Global ID","Data Model ID","Element Name"
"000010",73482,"Address Type for Learner or Family"
"000269",73476,"Address Street Number and Name"
"000019",73477,"Address Apartment Room or Suite Number"
"000040",73478,"Address City"
"000267",73479,"State Abbreviation"
"000214",73480,"Address Postal Code"
"000190",73481,"Address County Name"
"000050",73483,"Country Code"
"000606",74269,"Latitude"
"000607",74292,"Longitude"
"001209",75397,"County ANSI Code"
"001928",75398,"Do Not Publish Indicator"
"000279",73486,"Telephone Number"
"000280",73484,"Telephone Number Type"
"000219",73485,"Primary Telephone Number Indicator"
"001928",75400,"Do Not Publish Indicator"
"001927",75401,"Telephone Number Listed Status"
"000089",73487,"Electronic Mail Address Type"
"000088",73488,"Electronic Mail Address"
"001928",75399,"Do Not Publish Indicator"
"001572",73910,"Person Identifier"
"001571",73905,"Person Identification System"
"000425",73489,"Person Relationship Type"
"000329",75410,"Custodial Parent or Guardian Indicator"
"000051",75402,"Country of Birth Code"
"001640",75403,"Military Branch"
"000730",75404,"Standard Occupational Classification"
"001657",75405,"Tribal Affiliation"
"000033",75583,"Birthdate"
"001943",75584,"Race"
"000317",75406,"ISO 639-2 Language Code"
"001637",75407,"ISO 639-3 Language Code"
"001638",75408,"ISO 639-5 Language Family"
"000316",75409,"Language Type"
"000777",75411,"Public Assistance Status"
"001577",76373,"Active Military Status Indicator"
"002050",76374,"Military Campaigns"
"002034",76375,"Military Country"
"002048",76376,"Military Current Rank"
"002055",76377,"Military Deployment Activity Code"
"002056",76378,"Military Deployment Activity Name"
"002052",76379,"Military Deployment Description"
"002043",76380,"Military Deployment End Date"
"002053",76381,"Military Deployment Order Description"
"002054",76382,"Military Deployment Requested By"
"002042",76383,"Military Deployment Start Date"
"002051",76384,"Military Deployment Status Code"
"002044",76385,"Military Discharge Category"
"002040",76386,"Military Discharge Date"
"002046",76387,"Military Discharge Rank"
"002037",76388,"Military Duties"
"002036",76389,"Military Expertise"
"002047",76390,"Military Highest Rank"
"002049",76391,"Military Honors"
"002039",76392,"Military Induction Date"
"002045",76393,"Military Induction Rank"
"002035",76394,"Military Occupational Specialties "
"002041",76395,"Military Release Date"
"002038",76396,"Military Service Locations"
"002114",76397,"Military Service Number"
"001578",76398,"Military Veteran Status Indicator"
"002057",76399,"National Guard Indicator"
"000115",72026,"First Name"
"000184",72027,"Middle Name"
"000172",72028,"Last or Surname"
"000121",72029,"Generation Code or Suffix"
"000212",72030,"Personal Title or Prefix"
"001514",73634,"Other First Name"
"001513",73618,"Other Last Name"
"001515",73650,"Other Middle Name"
"000206",72031,"Other Name"
"000634",72032,"Other Name Type"
"001070",72152,"Staff Member Identifier"
"001074",71615,"Staff Member Identification System"
"000618",72218,"Personal Information Verification"
"001945",75618,"Personal Information Type"
"000722",72033,"Address Type for Staff"
"000269",72034,"Address Street Number and Name"
"000019",72048,"Address Apartment Room or Suite Number"
"000040",72035,"Address City"
"000267",72036,"State Abbreviation"
"000214",72037,"Address Postal Code"
"000190",72135,"Address County Name"
"000050",72134,"Country Code"
"000606",74264,"Latitude"
"000607",74287,"Longitude"
"001209",75413,"County ANSI Code"
"001928",75414,"Do Not Publish Indicator"
"000088",75174,"Electronic Mail Address"
"000089",75175,"Electronic Mail Address Type"
"001928",75415,"Do Not Publish Indicator"
"000219",75176,"Primary Telephone Number Indicator"
"000279",75177,"Telephone Number"
"000280",75178,"Telephone Number Type"
"001928",75416,"Do Not Publish Indicator"
"001927",75417,"Telephone Number Listed Status"
"000033",72038,"Birthdate"
"000255",72170,"Sex"
"000016",72172,"American Indian or Alaska Native"
"000020",72173,"Asian"
"000034",72174,"Black or African American"
"000192",72175,"Native Hawaiian or Other Pacific Islander"
"000301",72176,"White"
"000144",72171,"Hispanic or Latino Ethnicity"
"000299",72177,"United States Citizenship Status"
"000973",75179,"Demographic Race Two or More Races"
"000051",75418,"Country of Birth Code"
"001640",75419,"Military Branch"
"001657",75420,"Tribal Affiliation"
"001944",75609,"Federal Race and Ethnicity Declined"
"001947",75610,"First Generation College Student"
"001943",75611,"Race"
"000143",72154,"Hire Date"
"000795",73701,"Employment End Date"
"000346",73706,"Employment Start Date"
"000736",72161,"Full-time Status"
"000735",72160,"Instructional Staff Contract Length"
"000732",72157,"Instructional Staff Status"
"000734",72159,"Faculty Status"
"000739",72164,"Instructional Staff Faculty Tenure Status"
"000733",72158,"Medical School Staff Status"
"000742",72167,"Graduate Assistant Status"
"000737",72162,"Contract Type"
"000740",72165,"Academic Rank"
"000730",72155,"Standard Occupational Classification"
"000731",72156,"IPEDS Occupational Category"
"000743",72168,"Graduate Assistant IPEDS Occupation Category"
"000741",72166,"Instruction Credit Type"
"000744",72169,"Annual Base Contractual Salary"
"000620",75421,"Employment Separation Reason"
"000788",75599,"Years of Prior Adult Education Teaching Experience"
"000213",75615,"Position Title"
"001946",75616,"Role"
"000118",75617,"Staff Full Time Equivalency"
"002059",76403,"Funding Source Amount"
"002058",76404,"Funding Source Percentage"
"001318",73123,"Career and Technical Education Instructor Industry Certification"
"000069",75603,"Credential Expiration Date"
"001587",75604,"Credential or License Award Entity"
"000344",75605,"Degree or Certificate Conferring Date"
"000342",75606,"Degree or Certificate Title or Subject"
"000343",75607,"Degree or Certificate Type"
"000278",75608,"Teaching Credential Type"
"000317",75422,"ISO 639-2 Language Code"
"001637",75423,"ISO 639-3 Language Code"
"001638",75424,"ISO 639-5 Language Family"
"000316",75425,"Language Type"
"000624",75600,"Leave Event Type"
"000201",75601,"Number of Days Absent"
"001085",75602,"Adult Education Certification Type"
"000818",75612,"Higher Education Institution Accreditation Status"
"000141",75613,"Highest Level of Education Completed"
"000191",75614,"Name of Institution"
"001289",75619,"Career Education Plan Date"
"001290",75620,"Career Education Plan Type"
"000057",75621,"Course Credit Units"
"000200",75622,"Number of Credits Earned"
"000812",75623,"Professional Development Financial Support Type"
"001458",75624,"Professional Development Instructional Delivery Mode"
"000546",75625,"Technology Skills Standards Met"
"001575",75626,"Tuition Funded"
"001433",75627,"Professional Development Activity Approved Purpose"
"001431",75638,"Professional Development Delivery Method"
"001436",75628,"Professional Development Activity Credit Type"
"000812",75639,"Professional Development Financial Support Type"
"001279",75629,"Professional Development Activity Education Levels Addressed"
"001458",75640,"Professional Development Instructional Delivery Mode"
"001439",75630,"Professional Development Activity Level"
"001619",75631,"Professional Development Activity State Approved Status"
"001492",75632,"Professional Development Activity Target Audience"
"001442",75633,"Professional Development Activity Type"
"001430",75634,"Professional Development Audience Type"
"001431",75635,"Professional Development Delivery Method"
"000812",75636,"Professional Development Financial Support Type"
"001458",75637,"Professional Development Instructional Delivery Mode"
"000807",75641,"Professional Association Membership Status"
"001433",75642,"Professional Development Activity Approved Purpose"
"001577",76405,"Active Military Status Indicator"
"002050",76406,"Military Campaigns"
"002034",76407,"Military Country"
"002048",76408,"Military Current Rank"
"002055",76409,"Military Deployment Activity Code"
"002056",76410,"Military Deployment Activity Name"
"002052",76411,"Military Deployment Description"
"002043",76412,"Military Deployment End Date"
"002053",76413,"Military Deployment Order Description"
"002054",76414,"Military Deployment Requested By"
"002042",76415,"Military Deployment Start Date"
"002051",76416,"Military Deployment Status Code"
"002044",76417,"Military Discharge Category"
"002040",76418,"Military Discharge Date"
"002046",76419,"Military Discharge Rank"
"002037",76420,"Military Duties"
"002036",76421,"Military Expertise"
"002047",76422,"Military Highest Rank"
"002049",76423,"Military Honors"
"002039",76424,"Military Induction Date"
"002045",76425,"Military Induction Rank"
"002035",76426,"Military Occupational Specialties "
"002041",76427,"Military Release Date"
"002038",76428,"Military Service Locations"
"002114",76429,"Military Service Number"
"001578",76430,"Military Veteran Status Indicator"
"002057",76431,"National Guard Indicator"
"001315",73118,"Course Section Number"
"001314",73116,"Course Number"
"001422",73306,"Override School Course Number"
"001420",73302,"Original Course Identifier"
"001278",73061,"Advanced Placement Course Code"
"001309",73110,"Course Instruction Site Name"
"001310",73111,"Course Instruction Site Type"
"001655",74351,"Course Section Maximum Capacity"
"001312",73114,"Course Level Type"
"001307",73107,"Course Honors Type"
"001303",73100,"Course Credit Basis Type"
"001304",73101,"Course Credit Level Type"
"000060",73106,"Course Grade Point Average Applicability"
"001308",73109,"Course Instruction Method"
"001313",73115,"Course Narrative Explanation Grade"
"000065",73117,"Course Repeat Code"
"001298",73093,"Course Academic Grade Scale Code"
"001589",74058,"Developmental Education Type"
"001499",74033,"Work-based Learning Opportunity Type"
"001999",75946,"Adjusted Capacity"
"002000",75947,"Adjusted Capacity Reason Type"
"001280",73063,"Agency Course Identifier"
"000043",73953,"Classification of Instructional Program Code"
"000045",73961,"Classification of Instructional Program Version"
"001414",73295,"NCES College Course Map Code"
"000066",71167,"Course Subject Abbreviation"
"000068",71168,"Postsecondary Course Title"
"000057",71161,"Course Credit Units"
"000058",71162,"Credit Value"
"000054",71159,"Course Begin Date"
"000059",71163,"Course End Date"
"002115",76569,"Perkins Nontraditional Type"
"001071",71170,"Student Identifier"
"001075",72025,"Student Identification System"
"001300",73095,"Course Add Date"
"001305",73103,"Course Drop Date"
"000063",71165,"Course Override School"
"000077",71169,"Degree Applicability"
"000053",71158,"Course Academic Grade"
"000200",71171,"Number of Credits Earned"
"000064",71166,"Course Quality Points Earned"
"000124",73923,"Student Course Section Grade Earned"
"001573",73926,"Student Course Section Grade Narrative"
"000199",75579,"Number of Credits Attempted"
"002012",75948,"Enrollment Capacity"
"000182",74462,"Marking Period Name"
"001142",74463,"Student Course Section Mark Final Indicator"
"000183",74465,"Mid Term Mark"
"000124",74464,"Student Course Section Grade Earned"
"000616",74466,"Grade Value Qualifier"
"001299",73094,"Course Academic Grade Status Code"
"001070",73464,"Staff Member Identifier"
"001074",73463,"Staff Member Identification System"
"000526",74487,"Assignment Start Date"
"000527",74488,"Assignment End Date"
"000840",75597,"Accreditation Award Date"
"000841",75598,"Accreditation Expiration Date"
"000115",72857,"First Name"
"000184",72858,"Middle Name"
"000172",72859,"Last or Surname"
"000121",72860,"Generation Code or Suffix"
"000212",72861,"Personal Title or Prefix"
"001514",73635,"Other First Name"
"001513",73619,"Other Last Name"
"001515",73651,"Other Middle Name"
"000206",72862,"Other Name"
"000634",72863,"Other Name Type"
"001071",72883,"Student Identifier"
"001075",72884,"Student Identification System"
"000618",72219,"Personal Information Verification"
"001945",75492,"Personal Information Type"
"000010",72872,"Address Type for Learner or Family"
"000269",72873,"Address Street Number and Name"
"000019",72874,"Address Apartment Room or Suite Number"
"000040",72875,"Address City"
"000267",72876,"State Abbreviation"
"000214",72877,"Address Postal Code"
"000190",72137,"Address County Name"
"000050",72136,"Country Code"
"000606",74265,"Latitude"
"000607",74288,"Longitude"
"001209",75245,"County ANSI Code"
"001928",75246,"Do Not Publish Indicator"
"000279",72880,"Telephone Number"
"000280",72878,"Telephone Number Type"
"000219",72879,"Primary Telephone Number Indicator"
"001928",75248,"Do Not Publish Indicator"
"001927",75249,"Telephone Number Listed Status"
"000088",72882,"Electronic Mail Address"
"000089",72881,"Electronic Mail Address Type"
"001928",75247,"Do Not Publish Indicator"
"000033",72864,"Birthdate"
"000255",72865,"Sex"
"000016",72866,"American Indian or Alaska Native"
"000020",72867,"Asian"
"000034",72868,"Black or African American"
"000192",72869,"Native Hawaiian or Other Pacific Islander"
"000301",72870,"White"
"000144",72871,"Hispanic or Latino Ethnicity"
"000973",75158,"Demographic Race Two or More Races"
"000051",75250,"Country of Birth Code"
"000730",75251,"Standard Occupational Classification"
"001657",75252,"Tribal Affiliation"
"001944",75486,"Federal Race and Ethnicity Declined"
"001947",75487,"First Generation College Student"
"001943",75488,"Race"
"000343",72897,"Degree or Certificate Type"
"000342",72898,"Degree or Certificate Title or Subject"
